comparison_id,openeval_result_id,peer_result_id,openeval_evaluation_type,peer_evaluation_type,openeval_result_type,peer_result_type,comparison_type,comparison,n_openeval,n_peer,n_itx,manuscript_id,version
CMP27,R21,,SUPPORTED,,MINOR,,disjoint,"OpenEval R21 addresses C1-C10 (biological foundation through experimental citations). No corresponding peer review evaluation found, though peer reviews implicitly accepted the biological grounding by praising the model's experimental constraints.",10.0,,0,elife-96303,v1
CMP28,R22,,SUPPORTED,,MINOR,,disjoint,OpenEval R22 addresses C23-C33 (theoretical and experimental context from literature). No corresponding peer review evaluation found. These background claims were not explicitly evaluated in peer reviews.,11.0,,0,elife-96303,v1
CMP29,R6,R4,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Additional overlap on C61 (network dynamics characterization). OpenEval R6 includes broader dynamics analysis, while peer R4 focuses on attractor versus transient dynamics. Both accept the characterization of network behavior.",5.0,4.0,4,elife-96303,v1
CMP1,R7,R3,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Perfect alignment on safety data (C22, C31-C34, C70). Both evaluations find the safety reporting well-supported with adequate documentation. OpenEval emphasizes transparent reporting of specific frequencies and grades, while peer reviewers accepted safety findings without challenge as part of 'high-quality data'.",6.0,6.0,6,elife-101724,v1
CMP2,R9,R6,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Strong agreement on diarrhea management discussion (C46-C49, C60, C63). Both find the loperamide prophylaxis discussion and consistency with prior studies well-supported. OpenEval highlights appropriate external evidence citation, while peer reviewers accepted the safety discussion but requested more comprehensive literature review on pyrotinib combinations.",6.0,7.0,6,elife-101724,v1
CMP3,R1,R1,SUPPORTED,SUPPORTED,MINOR,MAJOR,agree,"Strong agreement on core study design and baseline characteristics (C10-C12, C23-C29, C66-C69, C82). Both evaluations find these claims well-supported. OpenEval notes internal consistency and clear documentation, while peer reviewers praised 'robust logic and high-quality data' from the multicenter design. OpenEval covers additional claims (C74-C78, C82-C84) not explicitly mentioned in peer review.",22.0,17.0,15,elife-101724,v1
CMP4,R2,R1,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Agreement on primary efficacy results (C13, C30). Both find the iDFS data supported. OpenEval emphasizes appropriate statistical reporting with confidence intervals and visual confirmation via Kaplan-Meier curves. Peer reviewers accepted these findings as 'fully supported' without concerns about primary efficacy results.",2.0,17.0,2,elife-101724,v1
CMP5,R14,R7,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Agreement on background literature and epidemiological context (C1-C6, C51-C52). Both evaluations find these claims accurately represent established data with appropriate citations. OpenEval validates consistency with current knowledge, while peer reviewers accepted the background but suggested it could be more comprehensive.",8.0,12.0,8,elife-101724,v1
CMP6,R15,R7,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Agreement on pyrotinib mechanism and prior evidence (C7-C9). Both find these claims appropriately cited and valid. OpenEval confirms accurate description of mechanism and clinical evidence, while peer reviewers accepted this rationale without challenge.",3.0,12.0,3,elife-101724,v1
CMP7,R3,R2,UNCERTAIN,SUPPORTED,MAJOR,MAJOR,partial,"Significant disagreement on treatment duration subgroup analysis (C14, C15). OpenEval rates as UNCERTAIN due to overlapping confidence intervals, small sample size (n=31 in 6-month group), and lack of statistical comparison. Peer reviewers rated as SUPPORTED, accepting the subgroup analyses without questioning the limitations.",2.0,8.0,2,elife-101724,v1
CMP8,R4,R2,UNCERTAIN,SUPPORTED,MAJOR,MAJOR,partial,"Disagreement on HR status subgroup analysis (C16, C17). OpenEval rates as UNCERTAIN, noting the numerical difference lacks statistical testing and mechanistic explanation is speculative. Peer reviewers rated as SUPPORTED, accepting subgroup results without challenge. OpenEval also addresses mechanistic claims (C37, C38, C73) not evaluated separately by peer reviewers.",5.0,8.0,2,elife-101724,v1
CMP9,R5,R2,UNCERTAIN,SUPPORTED,MINOR,MAJOR,partial,"Disagreement on nodal status subgroup analysis (C18, C19). OpenEval rates as UNCERTAIN due to overlapping confidence intervals, wide CI for node-negative patients (n=34), and lack of statistical comparison. Peer reviewers rated as SUPPORTED, accepting the subgroup data without questioning precision limitations.",2.0,8.0,2,elife-101724,v1
CMP10,R6,R2,UNCERTAIN,SUPPORTED,MAJOR,MAJOR,partial,"Disagreement on trastuzumab use subgroup analysis (C20, C21). OpenEval rates as UNCERTAIN, noting overlapping confidence intervals, lack of statistical testing, and speculative interpretation about dual blockade benefits. Peer reviewers rated as SUPPORTED, accepting these subgroup findings. OpenEval also addresses related discussion claims (C41, C55, C72) about APHINITY extrapolation.",5.0,8.0,2,elife-101724,v1
CMP11,R8,R4,UNSUPPORTED,SUPPORTED,MAJOR,MAJOR,disagree,"Major disagreement on comparative efficacy claims (C35, C36). OpenEval rates as UNSUPPORTED, identifying methodologically flawed comparison between single-arm PERSIST and randomized ExteNET treatment arm without proper controls. Peer reviewers rated as SUPPORTED, accepting the comparative interpretation and novelty claim without challenging the comparison methodology.",3.0,5.0,2,elife-101724,v1
CMP12,R12,R4,UNCERTAIN,SUPPORTED,MAJOR,MAJOR,partial,"Disagreement on novelty and conclusion claims (C54, C64, C65). OpenEval rates as UNCERTAIN, noting 'promising efficacy' is limited by single-arm design, short follow-up, high discontinuation rate, and lack of control group. Peer reviewers rated as SUPPORTED, accepting the novelty claim and acknowledging it 'introduces a novel therapeutic strategy' while requesting more detailed description.",3.0,5.0,3,elife-101724,v1
CMP13,R13,R9,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,Agreement on statistical planning (C79-C81). Both find the statistical methodology acceptable. OpenEval notes transparent planning with appropriate justification and acknowledges actual dropout exceeded planned rate. Peer reviewers accepted methodology but requested clarification on data distribution and statistical analysis expansion.,3.0,10.0,3,elife-101724,v1
CMP14,R10,R8,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Agreement on background clinical trial context (C39, C40). Both evaluations find these established trial results appropriately cited. OpenEval confirms accurate representation supporting treatment duration rationale, while peer reviewers accepted this contextual discussion without challenge.",2.0,13.0,2,elife-101724,v1
CMP15,R11,R8,UNCERTAIN,SUPPORTED,MINOR,MINOR,partial,"Partial agreement on regulatory context and speculation (C42-C44, C71). OpenEval rates as UNCERTAIN, accepting factual regulatory claims but noting speculation about benefit after T-DM1 extrapolates from metastatic to adjuvant setting without evidence. Peer reviewers rated as SUPPORTED, accepting the discussion framework but requesting expansion.",4.0,13.0,4,elife-101724,v1
CMP16,R16,R8,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Agreement on regulatory and guideline context (C56-C59). Both evaluations find these factual claims about regulatory status and standards of care well-supported. OpenEval confirms verifiable facts supporting clinical relevance, while peer reviewers accepted this contextual information without challenge.",4.0,13.0,4,elife-101724,v1
CMP17,R17,R9,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Agreement on trial registration and limitation acknowledgment (C50, C61). Both find transparent acknowledgment of high discontinuation rate appropriate. OpenEval emphasizes recognition of study weaknesses, while peer reviewers accepted the limitation disclosure as part of acceptable methodology.",2.0,10.0,1,elife-101724,v1
CMP18,R18,R6,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Agreement on mechanistic hypothesis (C62). Both evaluations find the cautious presentation of the 'mainstream hypothesis' appropriate. OpenEval notes proper acknowledgment of uncertainty, while peer reviewers accepted this discussion without challenge.",1.0,7.0,1,elife-101724,v1
CMP19,R4,R5,UNCERTAIN,SUPPORTED,MAJOR,MINOR,partial,"Disagreement on mechanistic interpretation (C37, C38, C73). OpenEval rates as UNCERTAIN, noting the mechanistic explanation is speculative and based on neratinib preclinical data rather than pyrotinib, with unquantified confounding from endocrine therapy. Peer reviewers rated as SUPPORTED, accepting the mechanistic framework and treatment protocol without questioning the speculative nature.",5.0,4.0,3,elife-101724,v1
CMP20,R6,R8,UNCERTAIN,SUPPORTED,MAJOR,MINOR,partial,"Partial overlap on dual blockade discussion (C41, C55, C72). OpenEval rates interpretation as UNCERTAIN, noting speculation about persistent dual blockade benefits based on APHINITY rather than demonstrated in this study. Peer reviewers accepted the contextual discussion framework as SUPPORTED but requested expansion.",5.0,13.0,3,elife-101724,v1
CMP1,R1,R1,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both strongly support the transcriptomic analysis findings (C6, C7, C71-C74). OpenEval provides detailed quantification of DEGs, while peer reviewers praised the 'thorough and clearly presented' informatics analyses as a major strength. Complete agreement on RNA-seq methodology and results.",9.0,6.0,6,elife-103073,v1
CMP2,R2,R2,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both support GO analysis results showing enrichment in cell cycle, neurogenesis, and mechanical stimulus pathways (C8, C9, C84-C87). Peer reviewers specifically confirmed 'altered pathways were associated with neurogenesis, mechanical stimuli, metabolism, cell cycle' matching OpenEval's detailed pathway findings. OpenEval also addresses additional metabolic pathways (C95, C208) not explicitly mentioned by peer reviewers.",8.0,12.0,6,elife-103073,v1
CMP3,R3,R2,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"OpenEval addresses broader pathway analysis including Wnt signaling, hypoxia response, and mitochondrial function (C10, C11, C96-C101), while peer reviewers confirmed overlapping findings on metabolism, ROS, and mitochondrial dysfunction. Both support the pathway-level conclusions, though OpenEval provides more granular detail on specific pathways.",13.0,12.0,6,elife-103073,v1
CMP4,R4,R3,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both support PPI network analysis and qPCR validation (C12, C104, C110-C111). OpenEval notes mechanistic inferences are 'somewhat speculative,' while peer reviewers accepted the findings as part of 'compelling' evidence with thorough informatics. Agreement on data quality, though OpenEval more cautious about mechanistic claims (C108-C109).",8.0,4.0,4,elife-103073,v1
CMP5,R5,R4,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Both support the protein-level findings and mRNA-protein discrepancy (C112-C113). OpenEval explicitly notes the compensatory mechanism is 'reasonable inference' lacking direct validation, while peer reviewers implicitly accepted the interpretation without challenge. Agreement on the data, with OpenEval more explicit about inferential limitations.",4.0,2.0,2,elife-103073,v1
CMP6,R6,R5,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both support the irradiation-induced senescence model characterization (C116-C128). OpenEval details multiple validated markers and dose-response, while peer reviewers praised the 'follow-up studies involving irradiating healthy human disc cells' as a strength. Strong agreement on model validity and experimental design.",11.0,9.0,9,elife-103073,v1
CMP7,R7,R6,SUPPORTED,UNCERTAIN,MAJOR,MAJOR,partial,"Both address senescence rescue effects with cell cycle analysis and SA-β-gal staining (C129-C136). OpenEval supports the findings comprehensively, while peer reviewers noted a 'weakness' requiring quantification of B-galactosidase assay data. Partial disagreement: OpenEval finds evidence sufficient, peer reviewers want additional quantification.",20.0,6.0,6,elife-103073,v1
CMP8,R7,R7,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both support molecular marker validation (C135-C136, C143, C145-C146). OpenEval addresses broader rescue effects including functional assays, while peer reviewers affirmed 'compelling' evidence from 'direct protein measurements.' Agreement on protein-level validation quality.",20.0,7.0,2,elife-103073,v1
CMP9,R8,R7,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both support differential responses between NP and AF cells with qPCR and protein validation (C138-C143, C145-C147). OpenEval notes alternative receptor inference is 'reasonable' but not directly tested, while peer reviewers accepted findings as part of thorough analysis. Agreement on data, with OpenEval noting mechanistic gaps.",9.0,7.0,5,elife-103073,v1
CMP10,R8,R9,SUPPORTED,UNCERTAIN,MAJOR,MAJOR,partial,Both address mechanistic interpretations of differential cell responses (C142). OpenEval considers alternative receptor inference 'reasonable given the lack of PDGFRA response' but notes it's not directly tested. Peer reviewers similarly note the study 'could be strengthened by...mechanistic studies probing downstream PDGF receptor pathways.' Agreement that mechanistic validation is incomplete.,9.0,4.0,1,elife-103073,v1
CMP11,R12,R8,UNCERTAIN,SUPPORTED,MAJOR,MAJOR,partial,"Both address overall conclusions about anti-senescence effects and therapeutic potential (C18, C19, C149, C210). OpenEval rates as UNCERTAIN, noting claims are 'premature without animal model validation' and limited to in vitro. Peer reviewers rate as SUPPORTED, affirming 'therapeutic potential' and 'significant advance.' Significant disagreement on sufficiency of evidence for therapeutic claims.",7.0,4.0,4,elife-103073,v1
CMP12,R12,R9,UNCERTAIN,UNCERTAIN,MAJOR,MAJOR,agree,"Both address mechanistic inferences (C155-C157). OpenEval notes mechanistic inference is 'reasonable but not directly proven' and conclusions 'premature without animal model validation.' Peer reviewers note study 'could be strengthened by...mechanistic studies.' Both identify mechanistic gaps, though peer reviewers more accepting of current evidence level.",7.0,4.0,3,elife-103073,v1
CMP13,R18,R10,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Both strongly support the use of clinically relevant human cell sources (C5, C70). OpenEval confirms appropriate documentation of sample source and ethical approval. Peer reviewers explicitly praised this as 'a major strength' enhancing 'translational potential.' Complete agreement on the value and quality of the cell source.",1.0,2.0,1,elife-103073,v1
CMP14,R9,,SUPPORTED,,MINOR,,disjoint,"OpenEval supports tissue-specific gene expression findings (C76, C78, C81, C83) as well-documented in heatmaps, though notes functional significance not directly tested. No corresponding peer review evaluation found for these specific gene-level findings.",4.0,,0,elife-103073,v1
CMP15,R10,,SUPPORTED,,MINOR,,disjoint,"OpenEval supports GSEA results and PPI network analysis (C88-C94) showing pathway enrichments consistent with anti-senescence effects. No corresponding peer review evaluation found, though peer reviewers generally praised informatics analyses.",7.0,,0,elife-103073,v1
